Ad ID,Car Name,Make,Model,Year,KM's driven,Price,Fuel,Registration city,Car documents,Assembly,Transmission,Condition,Seller Location,Description,Car Features,Images URL's,Car Profile
1079071571,fresh import Passo 2021model,Toyota,Passo,2021,54000,4190000,Petrol,Unregistered,Original,Imported,Automatic,Used,"Airline Avenue, Islamabad","it's 2021 model fresh import, perfect engine suspension,non accidented,push start ,fully loaded car,need to sell urgently.","ABS, Air Bags, AM/FM Radio, CD Player, Cassette Player, Climate Control, DVD Player, Front Speakers, Front Camera, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera","['https://images.olx.com.pk/thumbnails/403946098-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/403946101-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/403946103-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/403946105-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/403946107-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/403946108-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/403946109-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/403946110-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/403946111-800x600.jpeg']",https://www.olx.com.pk/item/fresh-import-passo-2021model-iid-1079071571
1080125520,Suzuki ravi,Suzuki,Ravi,2018,95000,1300000,Petrol,Karachi,Original,Local,Manual,Used,"Kahuta, Rawalpindi",Suzuki ravi 2018 col ,AM/FM Radio,['https://images.olx.com.pk/thumbnails/410250495-800x600.jpeg'],https://www.olx.com.pk/item/suzuki-ravi-iid-1080125520
1080748789,Suzuki bolan 2015 contact 03112271054,Suzuki,Bolan,2015,50000,800000,Petrol,Karachi,Original,Local,Manual,Used,"Lyari Expressway, Karachi",Suzuki bolan model 2015 reg 2022 ghadi me koi Kam nai a,Rear speakers,"['https://images.olx.com.pk/thumbnails/413952022-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413952023-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413952025-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413952027-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413952029-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413952031-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413952033-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413952035-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413952037-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413952038-800x600.jpeg']",https://www.olx.com.pk/item/suzuki-bolan-2015-contact-03112271054-iid-1080748789
1076081635,Diahatsu Move 2013,Daihatsu,Move,2013,94000,2155000,Petrol,Lahore,Original,Imported,Automatic,Used,"New Amir Town, Lahore","Move Push start 
Home Used car. 
Model 2013. 
Registered in 2015. 
All origina documents with smart card. 
Total Geniune few touch ups. 
Never been into any major accident.","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows","['https://images.olx.com.pk/thumbnails/386533756-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/386533752-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/386533754-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/386533757-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/386533759-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/386533760-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/386533762-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/386533763-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/386533765-800x600.jpeg']",https://www.olx.com.pk/item/diahatsu-move-2013-iid-1076081635
1080812928,Suzuki Swift DLX 2011 miner tuchap,Suzuki,Swift,2011,126544,1440000,Petrol,Karachi,Original,Local,Manual,Used,"Shadman 2, Karachi","Suzuki Swift DLX
AbS Break 100%
engine 100%
suspension 100% 
Android panel
brand new tyer 
2/3 piece Touchups
all documents clear
cplc Clear 
no work required
contact no:0/3/3/2/3/0/9/6/0/7/1","ABS, Air Conditioning, Alloy Rims, AM/FM Radio, Power Locks, Power Mirrors, Power Steering, Power Windows","['https://images.olx.com.pk/thumbnails/414350956-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414350957-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414350958-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414350959-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414350960-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414350961-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414350962-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414350963-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414350964-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414350965-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414350966-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414350967-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414350968-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414350969-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414350970-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414350972-800x600.jpeg']",https://www.olx.com.pk/item/suzuki-swift-dlx-2011-miner-tuchap-iid-1080812928
1079496823,WagonR AGS total genuine,Suzuki,Wagon R,2020,54000,2830000,Petrol,Lahore,Original,Local,Automatic,Used,"Abbot Road, Sialkot",wagon r total genuine AGS new tyre ,"ABS, Air Bags, Alloy Rims, AM/FM Radio, CD Player, DVD Player, Power Mirrors, Power Steering, Power Windows, Rear AC Vents, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/406508386-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/406508387-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/406508388-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/406508389-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/406508390-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/406508391-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/406508392-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/406508393-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/406508394-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/406508395-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/406508396-800x600.jpeg']",https://www.olx.com.pk/item/wagonr-ags-total-genuine-iid-1079496823
1080333426,Daihatsu Mira,Daihatsu,Mira,2013,140000,2150000,Petrol,Karachi,Original,Imported,Automatic,Used,"North Nazimabad - Block A, Karachi",bilkul okay condition me hen engine change hen recently change karvaya hen book pe update nhe ha ,"ABS, Air Bags, Air Conditioning, AM/FM Radio, CD Player, Front Speakers, Power Locks, Power Steering, Power Windows, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/411496140-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411496141-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411496142-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411496143-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411496144-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411496145-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411496146-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411496147-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411496148-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411496149-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411496150-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411496151-800x600.jpeg']",https://www.olx.com.pk/item/daihatsu-mira-iid-1080333426
1080784758,Suzuki Bolan 2016 genuine condition low mileage,Suzuki,Bolan,2016,32000,1050000,Petrol,Karachi,Original,Local,Manual,Used,"Korangi Industrial Area, Karachi",SUZUKI BOLANSuzuki Bolan 2016 genuine condition low mileage,"Alloy Rims, AM/FM Radio","['https://images.olx.com.pk/thumbnails/414172373-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414172374-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414172375-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414172376-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414172377-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414172378-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414172379-800x600.jpeg']",https://www.olx.com.pk/item/suzuki-bolan-2016-genuine-condition-low-mileage-iid-1080784758
1076448625,2004 Honda City,Honda,City IDSI,2004,160000,1230000,Petrol,Sindh,Original,Local,Manual,Used,"Allama Iqbal Town - Huma Block, Lahore","A very well maintained  - Good consumption
no mechanical work, Excellent condition 
complete ,Engine perfect orginal condition car. .  
just buy and drive daily driven smooth car  
original condition Registered In Personal Name   
Neat and clean interior - Each and every thing is mentioned     
only contact for serious buyers -
No silly offers good fuel average 
Very good Condition. 
10/10 condition ok    
Genuine Condition. Price slightly negotiable. 

-Honda City 2004 Model    
-MODEL: 2004 Registration : 2004
-MILAGE DRIVEN:  ","ABS, Air Conditioning, Alloy Rims, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Steering, Power Windows, Rear Camera, Steering Switches","['https://images.olx.com.pk/thumbnails/388639369-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/388639370-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/392223003-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/392223004-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/392223005-800x600.jpeg']",https://www.olx.com.pk/item/2004-honda-city-iid-1076448625
1080820574,car Bashir s 80 janwan Hain 03218823600,Suzuki,Cultus VXR,2008,75000,950000,Petrol,Faisalabad,Original,Local,Manual,Used,"Al Najaf Colony, Faisalabad",Ander s hotel janvan Hain by Matrek avlebal Hain new tair new batre,"Air Conditioning, AM/FM Radio, CD Player, Cool Box, Climate Control, DVD Player, Power Locks, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/414395543-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414395544-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414395545-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414395546-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414395547-800x600.jpeg']",https://www.olx.com.pk/item/car-bashir-s-80-janwan-hain-03218823600-iid-1080820574
1080792524,Suzuki Every,Suzuki,Every,2018,101628,1850000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Saddar, Rawalpindi","Suzuki Every 
Model 2012 Import 2018
Fully Genion 
White Color , New Leather Seats and Music","Air Bags, Air Conditioning, AM/FM Radio, Front Speakers, Front Camera, Power Locks, Power Steering, Power Windows, Rear speakers, Rear Camera, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/414217894-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414217895-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414217896-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414217897-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414217898-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414217899-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414217900-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414217901-800x600.jpeg']",https://www.olx.com.pk/item/suzuki-every-iid-1080792524
1080676810,I am selling Xli 2007,Toyota,Corolla XLI,2007,346000,1895000,Petrol,Lahore,Original,Local,Manual,Used,"New Northern Bypass, Chakwal","Alloy rim 
new tyre
chat bunnet degi in genion paint
sides p touching
Engine 100%
ac heater 100%
apny engine m ha or pack ha
M boofer and android installed
gear hisa 100%
No work required gaurenty","Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/413526820-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413526821-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413526822-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413526823-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413526824-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413526825-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413526829-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414203540-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414203541-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414203543-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414203544-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414203545-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414203546-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414203547-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414203548-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414203549-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414203550-800x600.jpeg']",https://www.olx.com.pk/item/i-am-selling-xli-2007-iid-1080676810
1080652486,SUZUKI BALENO SPORTS 1.3 MANUAL,Suzuki,Baleno,2004,140000,930000,Petrol,Karachi,Original,Imported,Manual,Used,"Ali Town, Mirpur Khas","Suzuki Baleno sports Addition
Model. 2004
Cool Bach color 
2nd owner
Just Minor TouchUp 80% original
Original milage only 1,40,00,0 drive on patrol 
One powerful engine and soundless 10/10 
Smooth suspension 10/10 
Original Company rims new Tyler's
Fuel only patrol average Masha Allah 15 with Ac on the highway
Power Window
Power staring Smooth
Power looks 
Ac child 
New site's covers install
LCD and speakers VIP music system
Drive like new car 
all dacomints are clear
Cplc 10/10 
number plats 10/10 
tikly original 10/10
No any minor work request
Just by an drive smooth car 
Note 8,70 already offer available serious Bayer can contact and more video pics available on WhatsApp  ","ABS, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Front Speakers, Heated Seats, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, Steering Switches, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/413599870-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413599871-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413599872-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413599873-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413599874-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413599875-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413599876-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413599877-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413599878-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413599879-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413599880-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413599881-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413599882-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413599883-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413383983-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413383984-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413383985-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413383986-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413383987-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413599884-800x600.jpeg']",https://www.olx.com.pk/item/suzuki-baleno-sports-13-manual-iid-1080652486
1080261255,Honda city family car 2006 white color,Honda,City Vario,2006,80000,1670000,Petrol,Karachi,Original,Imported,Automatic,Used,"Zaman Villas, Bahawalpur","ہونڈا سٹی 2006 auto  اے سی ہیٹر اوکے پٹرول ایوریج 15/16 سندھ نمبر تمام ڈاکومنٹس کلئیر ٹوکن لائف ٹائم گاڑی اکسیڈنٹ نئی ھے انجن سو فیصد اوکے گارنٹی
 فریش لک کے لئے باہر سے شاور اندر جینئین 
 ٹائر 10/9 
گاڑی ہر لحاظ سے بالکل اوکے","Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Front Speakers, Power Locks, Power Steering, Power Windows","['https://images.olx.com.pk/thumbnails/411059723-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411059724-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411059725-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411059726-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411059727-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411059728-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411059729-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411059730-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411059731-800x600.jpeg']",https://www.olx.com.pk/item/honda-city-family-car-2006-white-color-iid-1080261255
1080112850,Daihatau Move 2021,Daihatsu,Move,2021,6500,3499000,Petrol,Unregistered,Original,Imported,Automatic,Used,"Kot Abdul Malik, Sheikhüpura","Dhaihatsu Move 
Model 2021
import September 2023
push start
climate control
Alloy Rims. 
Radar,
seat heater
and many more
Total genuine
original milage
will be sold on nearest offer","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player, Cool Box, Climate Control, DVD Player, Front Speakers, Front Camera, Immobilizer Key, Power Locks, Power Steering, Power Windows, Rear AC Vents, Rear speakers, Rear Camera, Steering Switches, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/411623565-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411623566-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411623567-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411623568-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411623569-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411623570-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411623571-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411623572-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411623573-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/411623574-800x600.jpeg']",https://www.olx.com.pk/item/daihatau-move-2021-iid-1080112850
1078594006,terios kid,Daihatsu,Terios Kid,2004,123123,1425000,Petrol,Sialkot,Original,Imported,Automatic,Used,"Raiwind Bypass, Raiwind","good condition
non accidentally
alloy wheels
original file with smart card
bio matric available
engine is normal condition
family usage car
new battery install","Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Cassette Player, Front Speakers, Power Locks, Power Mirrors, Power Windows, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/401102253-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/401102254-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/401102255-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/401102256-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/401102257-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/401102258-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/401102259-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/401102260-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/401102261-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/401102262-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/401102263-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/401102264-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/401102265-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/401102266-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/401102267-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/401102268-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/401102269-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/401102270-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/401102271-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/401102272-800x600.jpeg']",https://www.olx.com.pk/item/terios-kid-iid-1078594006
1080231541,Move custom full option 2013/2017,Daihatsu,Move,2013,73000,2150000,Petrol,Lahore,Original,Imported,Automatic,Used,"DHA Phase 1, Lahore","Move custom full option,
2013 model 2017 registered,
Engine suspension perfect,
non-accidental seal are ok,
few paint touchups in sides rest original. 
car can be seen in dha Lahore phase 1.","ABS, Air Bags, Air Conditioning, Climate Control, DVD Player, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, Steering Switches, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/410879457-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410879458-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410879459-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410879460-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410879461-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410879462-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410879463-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410879464-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410879465-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410879466-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/410879467-800x600.jpeg']",https://www.olx.com.pk/item/move-custom-full-option-20132017-iid-1080231541
1075199404,honda civic reborn,Honda,Civic Prosmetic,2007,160000,1670000,Petrol,Karachi,Original,Local,Automatic,Used,"Others, Sadiqabad","Honda reborn prismatic
Model 2007
Chat bonet diggi original
Led back camera alloy wheels fog light sports body kit lagi hoi hai
Ac engine & suspension 100% ok
Gari main 1 rupay ka bhi kam nahi. 
Location sadiqabad 
just buye and drive","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Rear Seat Entertainment, Rear speakers, Rear Camera, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/381524410-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/381524411-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/381524412-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/381524413-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/381524414-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/381524415-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/381524416-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/381524417-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/381524418-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/381524419-800x600.jpeg']",https://www.olx.com.pk/item/honda-civic-reborn-iid-1075199404
1080865563,Suzuki cultus vx 2006,Suzuki,Cultus VXR,2006,80000,900000,Petrol,Lahore,Original,Imported,Manual,Used,"Saddar, Rawalpindi",suzuki cultus 2006 model Lahore registered. my own name biometric available. all documents clear smart card. old book available. lifetime token update. out side little shower inside totally original seal by seal. Ac Heather working. power steering. front suspension engine gear shokes original. all is best. seat is very good. new battery install 60 amr. Led panel 10 inch install. Center locking. Back camera install. allow rims .  tires 70 persent. only bay and drive. not have any work. Petrol average 15/17. whatsaap ,"Air Conditioning, Alloy Rims, Keyless Entry, Navigation System, Power Steering, Rear speakers, Rear Camera","['https://images.olx.com.pk/thumbnails/414662361-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414662362-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414662363-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414662364-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414662365-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414662366-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414662367-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414662368-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414662369-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414662370-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414662371-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414662372-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414662373-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414662374-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414662375-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414662376-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414662377-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414662378-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414662379-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/414896445-800x600.jpeg']",https://www.olx.com.pk/item/suzuki-cultus-vx-2006-iid-1080865563
1080966567,brand new car just buy n drive fully fresh chill ac,Daihatsu,Mira,2011,115000,660000,Petrol,Unregistered,Duplicate,Imported,Automatic,Used,"Khaizi, Quetta",brand new car just buy n drive fully fresh car not a single work required chill ac    engine suspension gear   100 percent ok,"ABS, Air Bags, Air Conditioning, Alloy Rims, Cassette Player, Front Speakers, Front Camera, Immobilizer Key, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Steering Switches, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/415264237-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/415264238-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/415264239-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/415264240-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/415264241-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/415264242-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/415264243-800x600.jpeg']",https://www.olx.com.pk/item/brand-new-car-just-buy-n-drive-fully-fresh-chill-ac-iid-1080966567
1080592678,car for sale only one hand used,Honda,City IVTEC,2023,112076,3400000,Petrol,Islamabad,Original,Local,Manual,Used,"D-12, Islamabad",2500 cc Honda civic vti-oriel 1.8 power,"Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Cruise Control, Front Speakers, Front Camera, Power Locks, Power Steering, Power Windows, Rear Camera, Sun Roof, Steering Switches, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/413024099-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413024100-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413024101-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413024102-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413024103-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413024104-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413024105-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413024106-800x600.jpeg']",https://www.olx.com.pk/item/car-for-sale-only-one-hand-used-iid-1080592678
1080716569,Toyota XLI 2008 model,Toyota,Corolla XLI,2008,100000,1920000,CNG,Lahore,Original,Imported,Manual,Used,"Topi, Swabi","Toyota Xli
Model 2008
Registration Lahore
Biometric available
All documents available
All token taxes paid
Condition:-
Roof
Trunk
Piller
Bonet is in genuine condition
Non accidental","ABS, Air Bags, AM/FM Radio, CD Player, Rear AC Vents, USB and Auxillary Cable","['https://images.olx.com.pk/thumbnails/413760846-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413760847-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413760848-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413760849-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413760850-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413760851-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413760852-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413760853-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413760854-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413760855-800x600.jpeg', 'https://images.olx.com.pk/thumbnails/413760857-800x600.jpeg']",https://www.olx.com.pk/item/toyota-xli-2008-model-iid-1080716569
